source_name,source_link,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,country_name,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,Date,Time,year,month
Dawn,https://www.dawn.com/news/551761,5km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,2005.0,Barishāl,41.15433,74.8609,36.6567,2010-08-06,00:00:00,2010,8
Tribune India.com,,25km,landslide,rain,medium,unknown,2.0,,,India,Kashmir,14711.0,Kupwāra,18.10887,74.3333,33.8778,2007-03-19,00:00:00,2007,3
Hindustan Times,http://www.hindustantimes.com/chandigarh/landslide-hits-train-services-on-kalka-shimla-section/story-C4FiXc6ERCioiTLnS9e8eI.html,1km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,2467.0,Jutogh,8.68139,77.1029,31.0226,2012-09-18,00:00:00,2012,9
Tribune India,http://www.tribuneindia.com/news/himachal/four-buried-alive-five-hurt-in-landslide-at-kullu-village/289325.html,5km,landslide,unknown,large,above_road,4.0,5.0,,,,,,,77.109719,31.956546,2016-09-02,18:04:00,2016,9
Tribal News Network,http://www.radiotnn.com/mudslide-kills-two-kids-woman-in-mohmand-agency/,25km,landslide,rain,small,,3.0,0.0,,,,,,,71.398496,34.525881,2016-09-08,18:04:00,2016,9
Greater Kashmir,http://www.greaterkashmir.com/news/kashmir/landslides-cleared-srinagar-leh-highway-re-opens-for-traffic/251494.html,25km,landslide,rain,small,above_road,0.0,0.0,,,,,,,75.46743478,34.27703802,2017-06-05,13:34:00,2017,6
Indian Express,http://www.arunachaltimes.in/wp-content/uploads/2017/06/Landslide-disrupts-water-supply-again.jpg,5km,landslide,rain,small,above_road,0.0,0.0,,,,,,,75.37123,32.62803,2017-06-21,18:51:00,2017,6
Dawn,https://www.dawn.com/news/1335312,10km,landslide,mining,medium,mine,4.0,15.0,,,,,,,67.458172,30.02715,2017-05-24,20:14:00,2017,5
Rising Kashmir,http://www.risingkashmir.com/news/cloud-burst-landslides-in-anantnag,25km,landslide,downpour,medium,natural_slope,,,,,,,,,75.23162006,33.63251807,2017-06-21,13:15:00,2017,6
The Mandate,http://www.themandate.in/2017/06/22/bhairon-ghati-track-closed-landslide-reopens-vaishno-devi-pilgrims/,1km,landslide,rain,small,natural_slope,0.0,0.0,,,,,,,74.93828041,33.01739981,2017-06-21,13:15:00,2017,6
Tribune India,http://www.tribuneindia.com/news/himachal/heavy-rain-triggers-landslide-in-mandi-one-injured/280572.html,5km,landslide,downpour,small,above_road,0.0,1.0,,,,,,,76.932771,31.70779,2016-08-09,19:22:00,2016,8
The Indian Express,http://indianexpress.com/article/india/hundreds-stranded-as-jk-highway-closed-after-landslides-in-ramban-udhampur-4715793/,5km,rock_fall,rain,small,above_road,0.0,0.0,,,,,,,75.12206351,32.94818322,2017-06-21,18:51:00,2017,6
The Indian Express,http://indianexpress.com/article/cities/chandigarh/dozen-landslides-in-48-hours-kalka-shimla-drive-takes-dangerous-turn-4727296/,10km,landslide,monsoon,medium,above_road,0.0,0.0,,,,,,,76.99790295,30.86642127,2017-06-29,13:20:00,2017,6
Hindustan Times,http://www.hindustantimes.com/india-news/eight-killed-in-factory-wall-collapse-in-himachal-s-baddi-due-to-storm/story-zdzkA2onoBy2evzZnHxvHJ.html,5km,landslide,rain,medium,urban,8.0,9.0,,,,,,,76.80054202,30.94222039,2017-06-07,13:27:00,2017,6
Daily Excelsior,http://www.dailyexcelsior.com/one-killed-two-injured-landslide/,25km,landslide,unknown,small,natural_slope,1.0,2.0,,,,,,,74.23352995,33.35149269,2017-06-08,13:27:00,2017,6
Hindustan Times,http://www.hindustantimes.com/india-news/pilgrim-dies-as-landslide-hits-vaishno-devi-track/story-9K4XOYIj7l98psJ3d1iodO.html,1km,landslide,rain,medium,above_road,1.0,8.0,,,,,,,74.93530189,33.01346369,2017-06-30,13:20:00,2017,6
Mirpur TV,https://mirpur.tv/woman-daughter-killed-in-neelam-landslide-mirpur-tv/,25km,landslide,unknown,large,above_road,2.0,0.0,,,,,,,73.86293399,34.56101506,2017-06-04,13:34:00,2017,6
Business Standard,http://www.business-standard.com/article/current-affairs/himachal-heavy-rains-trigger-landslides-near-mandi-tourists-stranded-117062600956_1.html,1km,landslide,downpour,small,above_road,0.0,0.0,,,,,,,76.93732121,31.72415448,2017-06-27,13:10:00,2017,6
Dawn,https://www.dawn.com/news/1342282/tourist-killed-in-kaghan-mudslide,25km,mudslide,rain,medium,natural_slope,1.0,1.0,,,,,,,73.51484236,34.78860948,2017-06-29,13:20:00,2017,6
Hindustan Times,http://www.hindustantimes.com/india-news/crpf-jawan-dies-many-pilgrims-feared-buried-under-landslide-at-vaishno-devi/story-MaLyM5DU6DON8pDV6wbYEM.html,1km,landslide,unknown,medium,natural_slope,1.0,0.0,,,,,,,74.948082,33.029977,2016-08-24,17:45:00,2016,8
The Tribune,http://www.tribuneindia.com/news/himachal/traffic-jams-trigger-fuel-shortage-in-kaza/430765.html,100km,landslide,unknown,medium,above_road,0.0,0.0,,,,,,,77.52161234,32.30628994,2017-07-03,15:17:00,2017,7
The Northlines,http://thenorthlines.com/batote-kishtwar-highway-blocked-landslide/,5km,landslide,rain,medium,above_road,0.0,0.0,,,,,,,75.80813836,33.18477201,2017-06-29,13:20:00,2017,6
The Economic Times,http://economictimes.indiatimes.com/news/politics-and-nation/jk-highway-closed-for-traffic-due-to-landslides/articleshow/59380382.cms,1km,landslide,downpour,small,above_road,0.0,0.0,,,,,,,75.29750088,33.08146902,2017-06-30,13:20:00,2017,6
The Northlines,http://thenorthlines.com/readMore.aspx?nid=38648,1km,landslide,continuous_rain,medium,natural_slope,0.0,0.0,,India,Kashmir,14965.0,Pattan,7.66465,74.4725,34.1587,2015-04-02,00:00:00,2015,4
JSChina,http://english.jschina.com.cn/PhotoGallery/201208/t1059475.shtml,25km,landslide,downpour,large,unknown,32.0,,,Pakistan,Khyber Pakhtunkhwa,1218773.0,Peshāwar,3.13779,71.5447,34.0051,2012-08-28,00:00:00,2012,8
mrnewsbreaker,http://www.mrnewsbreaker.com/monsoon-rain-in-gilgit-baltistan-causes-landslides-kkh-closure-and-casualies/,25km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,2100.0,Skārdu,7.76752,75.6355,35.3585,2010-07-29,00:00:00,2010,7
reliefweb,http://www.reliefweb.int/rw/RWFiles2010.nsf/FilesByRWDocUnidFilename/EGUA-8A2SQR-full_report.pdf/$File/full_report.pdf,5km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Azad Kashmir,725000.0,Muzaffarābād,32.66264,73.4637,34.6644,2010-10-07,00:00:00,2010,10
dnaindia,http://www.dnaindia.com/india/report_amarnath-pilgrims-held-up-on-j-and-k-highway-due-to-landslides_1413298,10km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,3278.0,Banihāl,3.04809,75.203,33.3893,2010-07-22,05:00:00,2010,7
thehindu,http://www.thehindu.com/news/states/other-states/article797102.ece,25km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,7317.0,Rāmban,0.1179,75.2382,33.241,2010-09-25,00:00:00,2010,9
Tribune,http://www.tribuneindia.com/news/himachal/landslide-blocks-shimla-kalka-highway-thousands-stranded/122969.html,5km,landslide,downpour,medium,above_road,0.0,0.0,,India,Himachal Pradesh,2467.0,Jutogh,7.05673,77.1213,31.0365,2015-08-22,04:30:00,2015,8
thehindu,http://www.thehindu.com/news/states/other-states/article562522.ece,5km,landslide,downpour,medium,unknown,1.0,,,India,Kashmir,20553.0,Kishtwār,2.31704,75.7627,33.334,2010-08-09,18:00:00,2010,8
Daily News and Analysis,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-for-second-day-due-to-landslides_1508148,25km,landslide,rain,medium,above_road,,,,India,Kashmir,3278.0,Banihāl,5.78589,75.1921061,33.33875958,2011-02-13,00:00:00,2011,2
tribune.com,http://tribune.com.pk/story/39783/gilgit-travels-back-in-time-as-flood-cripples-infrastructure/,10km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,10414.0,Gilgit,32.04254,74.158,36.1788,2010-08-05,00:00:00,2010,8
thehindu,http://www.thehindu.com/news/states/other-states/article2801278.ece,10km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,7317.0,Rāmban,0.20466,75.2373,33.2407,2012-01-12,22:00:00,2012,1
Kashmir Times,http://www.kashmirtimes.in/newsdet.aspx?q=42967,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,India,Kashmir,7317.0,Rāmban,5.80235,75.2845,33.2049,2015-07-12,00:00:00,2015,7
greaterkashmir,http://www.greaterkashmir.com/news/2011/Feb/17/highway-closed-again-66.asp,25km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,7317.0,Rāmban,2.2462,75.244,33.2609,2011-02-16,18:00:00,2011,2
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-07-18/india/29786319_1_landslides-rohtang-marhi,5km,landslide,downpour,medium,unknown,1.0,,,India,Himachal Pradesh,8341.0,Manāli,10.95559,77.2181,32.3491,2011-07-15,18:00:00,2011,7
alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,50km,landslide,downpour,very_large,unknown,234.0,,,India,Kashmir,37475.0,Leh,9.30807,77.4871,34.1416,2010-08-06,00:30:00,2010,8
The Indian Express,http://indianexpress.com/article/india/india-news-india/rains-throw-normal-life-out-of-gear-accidents-kill-4-persons-in-jammu-2960170/,10km,landslide,continuous_rain,medium,unknown,1.0,0.0,,India,Kashmir,26893.0,Sāmba,16.17881,75.0582,32.6987,2016-08-07,00:00:00,2016,8
Daily kashmir Images,http://dailykashmirimages.com/Details/112185/massive-landslide-hit-srinagar-sonamarg-road,5km,landslide,downpour,medium,above_road,0.0,0.0,,India,Kashmir,7750.0,Pahlgām,30.98175,75.3226,34.2952,2016-06-08,22:00:00,2016,6
Pakistan Today,http://www.pakistantoday.com.pk/2016/07/27/city/islamabad/two-children-dead-in-abbottabad-landslide/,10km,landslide,monsoon,medium,unknown,2.0,2.0,,Pakistan,Khyber Pakhtunkhwa,120000.0,Abbottābād,2.59193,73.1983,34.166,2016-07-27,00:00:00,2016,7
Nation,http://nation.com.pk/national/01-Oct-2016/man-dead-11-hurt-in-landslides-wall-collapses-due-to-earthquake,5km,landslide,earthquake,medium,unknown,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Athmuqam,42.62052,73.6558,34.9002,2016-10-01,00:00:00,2016,10
ibnlive.in,http://ibnlive.in.com/news/amarnath-yatra-suspended-due-to-landslides/164665-3.html,25km,landslide,rain,medium,unknown,0.0,,,India,Kashmir,7750.0,Pahalgām,22.99739,75.496,34.1601,2011-07-03,00:00:00,2011,7
pakistantimes,http://www.pakistantimes.net/pt/detail.php?newsId=20010,5km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,3278.0,Banihāl,9.75302,75.1773,33.3308,2011-03-19,00:00:00,2011,3
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,1km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,5233.0,Jogindarnagar,6.36465,76.8521,31.9671,2013-07-07,00:00:00,2013,7
The Star.com.my,http://thestar.com.my/news/story.asp?file=/2007/8/13/apworld/20070813191234&sec=apworld,unknown,landslide,rain,large,unknown,,,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,28.06031,72.983,35.273,2007-08-13,00:00:00,2007,8
Reuters - AlertNet.org,http://www.alertnet.org/thenews/newsdesk/IRIN/cd762a7e55cc29a72f2e39dec4074f17.htm,25km,landslide,rain,medium,unknown,10.0,,,Pakistan,Islāmābād,601600.0,Islamabad,2.07567,73.038,33.7033,2007-03-21,00:00:00,2007,3
business-standard,http://www.business-standard.com/generalnews/news/heavy-rains-lash-some-partshp-triggering-landslides/47847/,5km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,28217.0,Mandi,0.20096,76.9312,31.709,2012-08-24,00:00:00,2012,8
ibnlive.in,http://ibnlive.in.com/news/heavy-rains-trigger-landslides-in-himacahal/283604-3-254.html,25km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,2000.0,Nagar,5.01376,77.1947,32.1797,2012-08-18,00:00:00,2012,8
northindiatimes,http://www.northindiatimes.com/news/140/ARTICLE/2291/2009-09-13.html,5km,landslide,downpour,small,unknown,,,,India,Himachal Pradesh,173503.0,Shimla,0.41605,77.1625,31.1032,2009-09-12,23:00:00,2009,9
tribuneindia,http://www.tribuneindia.com/2010/20100923/main1.htm,50km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,19831.0,Kulu,8.04527,77.1889,31.9843,2010-09-19,00:00:00,2010,9
tribune.com,http://tribune.com.pk/story/127349/rain-snow-disrupt-life-in-ajk/,25km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Azad Kashmir,725000.0,Muzaffarābād,24.55782,73.673,34.2256,2011-02-07,00:00:00,2011,2
samaa,http://www.samaa.tv/News25489-Landslides_destroy_houses_in_Hunza_.aspx,5km,landslide,rain,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,2005.0,Barishāl,6.23811,74.7249,36.2744,2010-09-15,00:00:00,2010,9
deccanchronicle,http://www.deccanchronicle.com/national/timely-army-action-saves-landslide-hit-school-boys-245,50km,landslide,rain,medium,unknown,0.0,,,India,Kashmir,37475.0,Leh,44.14758,77.6001,34.5628,2010-05-27,09:45:00,2010,5
dawn,http://www.dawn.com/2011/03/30/village-sinks-as-landslide-blocks-stream-in-chitral.html,5km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Khyber Pakhtunkhwa,0.0,Chitral,55.61095,72.1934,36.2225,2011-03-28,23:00:00,2011,3
The Express Tribune,http://tribune.com.pk/story/1073285/three-killed-in-mansehra-landslide/,5km,landslide,downpour,medium,natural_slope,3.0,0.0,,Pakistan,Khyber Pakhtunkhwa,66486.0,Mānsehra,0.18882,73.202,34.3331,2016-03-20,00:00:00,2016,3
Deccan Chronicle,http://www.deccanchronicle.com/140906/nation-current-affairs/article/jammu-7-people-die-house-collapse-due-landslide-udhampur,1km,landslide,rain,medium,unknown,5.0,0.0,,India,Kashmir,80447.0,Udhampur,8.5957,75.137,32.8468,2014-09-06,00:00:00,2014,9
Geo.tv,https://www.geo.tv/latest/102619-Two-children-killed-nine-missing-after-Chitral-landslide,25km,landslide,downpour,medium,natural_slope,2.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Chitral,39.95015,71.7854,36.2063,2016-03-20,15:00:00,2016,3
Tribune,http://tribune.com.pk/story/875191/two-killed-in-mudslide-in-kurram-agency/,5km,landslide,continuous_rain,small,unknown,2.0,0.0,,Pakistan,Federally Administered Tribal Areas,0.0,Parachinar,0.434,70.1048,33.8996,2015-04-23,00:00:00,2015,4
ibnlive.in.com,http://ibnlive.in.com/news/3-killed-in-rainrelated-incidents-as-heavy-showers-lash-hp/408192-3-254.html,10km,landslide,downpour,medium,unknown,1.0,,,India,Himachal Pradesh,6206.0,Rāmpur,4.94694,77.6746,31.4711,2013-07-14,00:00:00,2013,7
himvani,http://www.himvani.com/news/2010/07/26/two-die-10-sustain-injuries-as-landslide-buried-shanties-in-shimla/6153/,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,40283.0,Solan,1.24099,77.0969,30.904,2010-07-25,00:00:00,2010,7
Kashmir Dispatch,http://www.kashmirdispatch.com/more-news/21042916-karvan-e-aman-bus-service-suspended.htm,10km,landslide,continuous_rain,medium,above_road,,,,Pakistan,Azad Kashmir,725000.0,Muzaffarābād,26.80117,73.87654867,34.11897569,2011-04-21,00:00:00,2011,4
hindustantimes,http://www.hindustantimes.com/Punjab/Chandigarh/Rain-triggers-landslides-in-Kashmir-buries-eight-jawans-seven-rescued-one-missing/SP-Article1-918154.aspx,5km,landslide,downpour,medium,unknown,,,,India,Kashmir,31978.0,Bandipura,35.58303,74.9499,34.6113,2012-08-21,00:00:00,2012,8
pakobserver.net,http://pakobserver.net/detailnews.asp?id=74968,25km,mudslide,downpour,medium,unknown,0.0,,,Pakistan,Khyber Pakhtunkhwa,14047.0,Baffa,15.59798,73.1543,34.5677,2011-02-05,00:00:00,2011,2
The Indian Express,http://indianexpress.com/article/india/india-others/jk-police-rescue-130-stranded-tourists-from-landslide-hit-manali-leh-road/,1km,landslide,continuous_rain,small,above_road,0.0,0.0,,India,Kashmir,37475.0,Leh,49.72454,77.7559,33.7403,2015-07-21,00:00:00,2015,7
Nation,http://nation.com.pk/national/01-Oct-2016/man-dead-11-hurt-in-landslides-wall-collapses-due-to-earthquake,25km,landslide,earthquake,medium,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Athmuqam,41.84858,73.5206,34.785,2016-10-01,00:00:00,2016,10
alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,5km,landslide,downpour,large,unknown,0.0,,,India,Kashmir,37475.0,Leh,2.89938,77.5528,34.1619,2010-08-06,00:30:00,2010,8
himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,1701.0,Chaupāl,8.17913,77.5063,30.9544,2010-09-19,00:00:00,2010,9
onmanora,http://english.manoramaonline.com/news/just-in/cloudburst-strikes-jk-15-killed-as-unabated-rains-lash-north.html,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,India,Kashmir,80447.0,Udhampur,0.86848,75.1447,32.9262,2015-07-11,00:00:00,2015,7
ibnlive.in.com,http://ibnlive.in.com/news/3-killed-in-rainrelated-incidents-as-heavy-showers-lash-hp/408192-3-254.html,25km,landslide,rain,medium,unknown,0.0,,,India,Himachal Pradesh,27544.0,Nāhan,13.82422,77.3544,30.6738,2013-07-14,00:00:00,2013,7
himvani,http://www.himvani.com/news/2010/08/21/jeori-ganvi-link-road-blocked-after-massive-landslide/6697/,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,1495.0,Sarāhan,2.87181,77.7755,31.5304,2010-08-21,00:00:00,2010,8
Dawn,http://www.dawn.com/news/1249885/eight-killed-as-landslide-hits-2-houses-in-ajk,50km,landslide,rain,small,unknown,8.0,0.0,,Pakistan,Azad Kashmir,725000.0,Muzaffarābād,1.42424,74.21346155,34.80316285,2014-04-03,00:00:00,2014,4
himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,2865.0,Rājgarh,19.15474,77.1695,30.7198,2010-09-19,00:00:00,2010,9
Kashmir Life,http://www.kashmirlife.net/landslide-in-budgam-four-houses-collapse-76246/,25km,landslide,continuous_rain,medium,unknown,0.0,0.0,,India,Kashmir,8036.0,Tsrār Sharīf,15.35078,74.6163,33.9243,2015-04-05,00:00:00,2015,4
Express Tribune,http://tribune.com.pk/story/843516/grey-skies-ahead-strong-weather-to-stir-up-thunder-hailstorms-in-k-p/,50km,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Chitral,34.15607,72.0406,36.0739,2015-02-25,00:00:00,2015,2
sify.com,http://sify.com/news/traffic-resumes-on-manali-chandigarh-highway-after-a-landslide-blockage-news-national-kigrOfjcfcd.html,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,8341.0,Manāli,14.30557,77.2468,32.371,2010-08-06,01:00:00,2010,8
samaa,http://www.samaa.tv/News24247-Thousands_stranded_in_Muzaffarabad_landslide.aspx,unknown,landslide,downpour,medium,unknown,0.0,,,Pakistan,Azad Kashmir,0.0,Athmuqam,47.34817,74.3225,34.8142,2010-08-15,00:00:00,2010,8
Greater Kashmir,http://www.greaterkashmir.com/news/state/landslide-on-mughal-road-hampers-vehicular-movement/186410.html,1km,landslide,downpour,small,above_road,0.0,0.0,,India,Kashmir,3857.0,Thanna Mandi,13.69709,74.4838,33.6303,2015-05-14,09:00:00,2015,5
Daily Excelsior,http://www.dailyexcelsior.com/nh-re-opens-on-5th-day-1700-stranded-vehicles-cleared/,25km,landslide,unknown,medium,unknown,0.0,0.0,,India,Kashmir,28197.0,Pūnch,8.52203,74.1794,33.7453,2015-02-05,00:00:00,2015,2
The Tribune,http://www.tribuneindia.com/news/himachal/tourists-stranded-as-manali-leh-road-blocked-due-to-landslide/428780.html,25km,landslide,rain,medium,above_road,0.0,0.0,,,,,,,77.28272548,32.76390852,2017-06-29,13:10:00,2017,6
NDTV,http://www.ndtv.com/others-news/3-injured-in-landslide-in-kupwara-in-jammu-and-kashmir-752941,1km,landslide,continuous_rain,small,above_road,0.0,3.0,,India,Kashmir,0.0,Athmuqam,11.40937,73.9593,34.6609,2015-04-08,00:00:00,2015,4
Times of India,http://timesofindia.indiatimes.com/2_soldiers_killed_in_Leh_landslide/articleshow/2626698.cms,25km,landslide,rain,medium,unknown,13.0,6.0,,India,Kashmir,37475.0,Leh,1.69993,76.83270934,34.93977198,2007-12-16,00:00:00,2007,12
ptinews,http://www.ptinews.com/news/508380_One-killed--six-injured-in-landslides,10km,landslide,downpour,medium,unknown,1.0,,,India,Kashmir,6755.0,Uri,2.33067,74.0225,34.0876,2010-02-08,18:00:00,2010,2
greaterkashmir,http://www.greaterkashmir.com/full_story.asp?Date=10_1_2008&ItemID=43&cat=1,25km,landslide,rain,medium,unknown,,,,India,Kashmir,7317.0,Rāmban,0.16739,75.24528226,33.23738085,2008-01-09,00:00:00,2008,1
Pakistan Today,http://www.pakistantoday.com.pk/2016/03/24/national/karakoram-highway-remains-partially-blocked-due-to-landslides/,50km,unknown,downpour,medium,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,8.35031,73.2113,35.2538,2016-03-23,00:00:00,2016,3
thenews,http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=29785&Cat=7&dt=2/7/2011,10km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Punjab,25247.0,Murree,23.19371,73.4995,34.0966,2011-02-06,00:00:00,2011,2
Indian Express,http://indianexpress.com/article/india/india-others/landslide-triggered-by-snowfall-affects-rail-and-air-routes-in-jk/,50km,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,,India,Kashmir,1242.0,Kūd,1.28202,75.2966,33.0809,2015-03-15,23:00:00,2015,3
Indian Express,http://indianexpress.com/article/india/india-news-india/rains-throw-normal-life-out-of-gear-accidents-kill-4-persons-in-jammu-2960170/,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,India,Kashmir,48551.0,Kathua,8.48666,75.5807,32.4298,2016-08-07,00:00:00,2016,8
ptinews,http://www.ptinews.com/news/540115_Two-die-in-landslide-near-Vaishno-Devi-cave-shrine,5km,landslide,downpour,medium,unknown,2.0,,,India,Kashmir,9106.0,Katra,2.14292,74.9402,33.0097,2010-02-26,23:00:00,2010,2
hindustantimes,http://www.hindustantimes.com/Punjab/Chandigarh/Incessant-rains-trigger-landslide-disrupts-normal-life-in-Kashmir/SP-Article1-921169.aspx,5km,landslide,downpour,medium,unknown,,,,India,Kashmir,28197.0,Pūnch,0.60039,74.0934,33.775,2012-08-29,00:00:00,2012,8
ICL,,50km,landslide,rain,medium,unknown,,,,India,Kashmir,7317.0,Rāmban,0.79654,75.231,33.242,2007-05-08,00:00:00,2007,5
greaterkashmir,http://www.greaterkashmir.com/news/2010/Oct/14/doda-kishtwar-road-closed-hundreds-stranded-44.asp,25km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,20553.0,Kishtwār,14.73478,75.8062,33.1847,2010-10-12,18:00:00,2010,10
The Indian Express,http://indianexpress.com/article/india/india-news-india/rains-throw-normal-life-out-of-gear-accidents-kill-4-persons-in-jammu-2960170/,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,India,Kashmir,20553.0,Kishtwār,18.80461,75.7964,33.1457,2016-08-07,00:00:00,2016,8
greaterkashmir,http://www.greaterkashmir.com/full_story.asp?Date=6_5_2008&ItemID=19&cat=21,50km,landslide,downpour,medium,unknown,,,,India,Kashmir,6807.0,Awantīpur,4.50029,74.9845,33.9513,2008-05-05,00:00:00,2008,5
pakobserver.net,http://pakobserver.net/detailnews.asp?id=74968,50km,mudslide,downpour,medium,unknown,0.0,,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,11.21185,73.1724,35.2631,2011-02-06,00:00:00,2011,2
business-standard,http://www.business-standard.com/generalnews/news/heavy-rains-lash-some-partshp-triggering-landslides/47847/,5km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,40283.0,Solan,1.22342,77.0969,30.9044,2012-08-24,00:00:00,2012,8
Dawn,http://www.dawn.com/news/1271552/tourists-stranded-in-kaghan-as-landslide-blocks-road,10km,landslide,downpour,medium,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,14047.0,Baffa,16.21706,73.3461,34.5396,2016-07-16,23:00:00,2016,7
ibnlive.in.com,http://ibnlive.in.com/news/3-killed-in-rainrelated-incidents-as-heavy-showers-lash-hp/408192-3-254.html,unknown,landslide,downpour,medium,unknown,1.0,,,India,Himachal Pradesh,2000.0,Nagar,3.56925,77.1788,32.17,2013-07-14,00:00:00,2013,7
The Tribune,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,5km,landslide,continuous_rain,small,above_road,0.0,0.0,,India,Himachal Pradesh,21502.0,Chamba,0.73383,76.1206,32.5606,2015-07-26,00:00:00,2015,7
Pak Tribune,http://paktribune.com/news/Metro-bus-project-mudslide-kills-two-labourers-270855.html,25km,other,rain,small,mine,2.0,4.0,,Pakistan,Punjab,601600.0,Islamabad,3.05654,73.0399,33.6941,2014-08-12,00:00:00,2014,8
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,50km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,8160.0,Rohru,5.11036,77.7241,31.1628,2013-07-06,00:00:00,2013,7
himvani,http://www.himvani.com/news/2010/07/26/two-die-10-sustain-injuries-as-landslide-buried-shanties-in-shimla/6153/,10km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,19540.0,Dharmsāla,5.61442,76.3641,32.2067,2010-07-25,00:00:00,2010,7
BBC News,http://www.bbc.com/news/world-asia-34636269,25km,rock_fall,earthquake,large,above_road,0.0,0.0,,Pakistan,Gilgit-Baltistan,0.0,Alīābad,3.35837,74.6006,36.2792,2015-10-25,00:00:00,2015,10
www.himvani.com,http://www.himvani.com/news/2013/08/29/devastating-landslide-tirah-lines-dharamshala/23355,5km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,19540.0,Dharmsāla,1.98223,76.3037,32.2322,2013-08-07,03:30:00,2013,8
The Tribune,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,5km,landslide,continuous_rain,small,above_road,0.0,0.0,,India,Himachal Pradesh,28217.0,Mandi,0.30774,76.9297,31.7085,2015-07-26,00:00:00,2015,7
reliefweb,http://www.reliefweb.int/rw/RWFiles2010.nsf/FilesByRWDocUnidFilename/EGUA-8A2SQR-full_report.pdf/$File/full_report.pdf,25km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Azad Kashmir,0.0,Athmuqam,32.38063,73.6889,34.8075,2010-10-07,00:00:00,2010,10
